eng,fra,deu,rus,cmn,jpn,pes,vie,arb,kor,heb,guj,azj,tgk,snd,pbt
"Current senator and Argentine First Lady Cristina Fernandez de Kirchner announced her presidential candidacy yesterday evening in La Plata, a city 50 kilometers (31 miles) away from Buenos Aires.","L'actuelle sénatrice et Première Dame d'Argentine Cristina Fernandez de Kirchner a annoncé sa candidature présidentielle, hier soir, à La Plata, une ville située à 50 kilomètres (31 miles) de Buenos Aires.","Die derzeitige Senatorin und argentinische First Lady Cristina Fernandez de Kirchner gab gestern Abend in La Plata, einer Stadt 50 Kilometer von Buenos Aires entfernt, ihre Präsidentschaftskandidatur bekannt.","Нынешняя сенатор и Первая леди Аргентины Кристина Фернандес де Киршнер анонсировала выдвижение своей кандидатуры на пост президента вчера вечером в Ла-Плате, городе в 50 километрах (31 милях) от Буэнос-Айреса.",现任参议员、阿根廷第一夫人克里斯蒂娜·费尔南德斯·德·柯克纳 (Cristina Fernandez de Kirchner) 昨晚在距离布宜诺斯艾利斯 50 公里（31英里）的拉普拉塔市 (La Plata) 宣布了其总统竞选资格。,昨晩、ブエノスアイレスから50キロ（31マイル）離れたラプラタ市内で、現職上院議員であるクリスティーナ・フェルナンデス・デ・キルヒナー女史が大統領選への出馬を宣言しました。,سناتور فعلی و بانوی اول آرژانتین، کریستینا الیزابت فرناندز د کیرشنر، عصر روز گذشته کاندیداتوری خود برای ریاست جمهوری را در لا پلاتا، شهری در 50 کیلومتری (31 مایل) بوینوس آیرس اعلام کرد.,"Thượng nghị sĩ và Đệ nhất phu nhân Argentina Cristina Fernandez de Kirchner đương nhiệm đã tuyên bố ứng cử tổng thống vào tối hôm qua tại La Plata, một thành phố cách Buenos Aires 50 kilomet (31 dặm).",لقد أعلنت كريستينا فرنانديز دي كيرشنر عضوة مجلس الشيوخ الحالية وسيدة الأرجنتين الأولى ترشحها للرئاسة الأمس مساءً في لابلاتا، وهي مدينة تبعد 50 كيلومتراً (أو 31 ميلاً) عن بوينس آيرس,현 상원 의원 겸 아르헨티나 대통령 부인 크리스티나 페르난데스 데 키르치네르(Cristina Fernandez de Kirchner)는 어제저녁 부에노스아이레스(Buenos Aires)에서 50km 떨어진 라 플라타(La Plata)에서 대선 출마를 선언했다.,"סנטורית פעילה והגברת הראשונה של ארגנטינה, כריסטינה פרננדז דה קירשנר, הודיעה על מועמדותה לנשיאות אתמול בערב בלה פלטה, עיר הנמצאת כ־50 קילומטרים (31 מייל) מבואנוס איירס.","વર્તમાન સેનેટર અને આર્જેન્ટિનાની ફર્સ્ટ લેડી ક્રિસ્ટિના ફર્નાન્ડિઝ ડી કિર્ચનરે ગઈ કાલે સાંજે લા પ્લાટા, બ્યુનોસ એરિસથી 50 કિલોમીટર (31 માઇલ) દૂરના શહેરમાં રાષ્ટ્રપતિ પદ માટેની ઉમેદવારીની જાહેરાત કરી હતી.",Dünən axşam Buenos Airesdən 50 km (31 mil) məsafədə yerləşən La Plata şəhərində hazırki senator və Argentinanın birinci xanımı Kristina Fernandez de Kirçner prezidentliyə namizədliyini elan etdi.,"Сенатори ҳозира ва бонуи аввали Аргентина Кристина Фернандес де Киршнер шоми дирӯз дар Ла-Плата, шаҳри 50 километр (31 мил) дур аз Буэнос-Айрес, номзадии президентии худро эълон кард.",موجوده سينيٽر ۽ ارجنٽائن جي خاتونِ اول ڪرسٽينا فرنينڊس ڊي ڪرچنر ڪلهه شام بيونوس ايئريز کان 50 ڪلوميٽر پري (31 ميل) هڪ شهر، لا پلاٽا ۾ پنهنجي صدارتي اميدوار هجڻ جو اعلان ڪيو.,اوسنۍ سناتورې او د ارجنټینا لومړۍ ښځې Cristina Fernandez De Kirchner پرون ماښام په La Plata کې هغه ښار چې د Buenos Aires څخه 50 کلومتره (31 میله) لرې دی، د ریاست لپاره خپله نوماندي اعلان کړه.
If you want to be close to the action you're going to have to get in early to get a camping site close to the music.,"Si vous voulez participer de près à l'événement musical, vous allez devoir arriver tôt pour trouver un aire de camping bien placée.","Wenn Sie nahe am Geschehen sein wollen, müssen Sie früh hingehen, um einen Campingplatz in der Nähe der Musik zu bekommen.","Если вы хотите находиться рядом со сценой, вам нужно приехать заранее, чтобы найти место для кемпинга вблизи от музыки.",如果想近距离观看演出，你得早点到，在靠近舞台的地方占好营地。,実地に体験したければ、早めに到着して演奏が聞こえやすいキャンプ場を確保しなければなりません。,اگر می‌خواهید به صحنه نزدیک باشید، باید اول وقت برسید تا بتوانید محل کمپینگی نزدیک به سن اجرای موسیقی بگیرید.,"Nếu muốn ở gần khu vực diễn ra hoạt động, bạn cần phải đến sớm để có được một địa điểm cắm trại gần với dàn âm thanh.",إذا أردت أن تقترب من الأحداث، فيجب عليك أن تدخل باكراً وذلك للحصول على موقع تخييم قريب من الموسيقى.,즐거움과 활기를 가까이하려면 일찍 들어가야 음악과 가까운 곳에 캠핑장을 구할 수 있다.,אם אתם רוצים להיות קרובים לאקשן תצטרכו להיכנס מוקדם כדי למצוא אתר קמפינג בקרבה למוזיקה.,જો તમે જે ક્રિયા થવાની છે તેની નજીક રહેવા ઇચ્છતા હો તો સંગીતની નજીકની કૅમ્પિંગ સાઇટ મેળવવા માટે વહેલા પહોંચો.,"Əgər həyəcanı yaxından hiss etmək istəyirsinizsə, o zaman erkəndən gəlib musiqiyə yaxın bir yerdə düşərgə quracağınız yeri tutmalısınız.","Агар шумо ба амал наздиктар будан хоҳед, шумо бояд барои ба даст овардани мавзеи кемпинги ба мусиқӣ наздик барвақттар биёед.",جيڪڏهن توهان ايڪشن جي ويجهو ٿيڻ چاهيو ٿا ته توهان کي موسيقي ۾ ويجهو ڪيمپ واري سائيٽ تائين پهچڻ لاءِ صبح جو سوير اٿڻو پوندو.,که تاسو غواړې چې اېکشن ته نږدې ووسئ نو تاسو باید زر ورورسئ چې موسیقۍ ته نږدې د کېمپ لګولو ځای غوره کړئ.
"Regional and seasonal severe weather phenomena include blizzards, snowstorms, ice storms, and dust storms.","Les phénomènes météorologiques extrêmes, régionaux et saisonniers, incluent les tempêtes de froid, les tempêtes de neige avec vents violents, et les tempêtes de sable ou de poussières.","Regionale und jahreszeitliche Unwettererscheinungen sind u. a. Blizzards, Schneestürme, Eisstürme und Staubstürme.","К региональным и сезонным опасным явлениям погоды относятся метели, снежные бури, ледяные и пыльные бури.",区域性和季节性的恶劣天气现象包括暴风雪、雪暴、冰暴和沙尘暴等。,地域的・季節的な厳しい気象現象としては、吹雪、吹雪、暴氷、砂嵐などがあります。,پدیده‌های شدید آب و هوایی منطقه‌ای و فصلی شامل کولاک، طوفان برف، طوفان یخ و طوفان گرد و غبار است.,"Các hiện tượng thời tiết khắc nghiệt theo vùng và theo mùa gồm có bão lốc tuyết, bão tuyết, bão băng và bão bụi.",تشمل الظواهر المناخية الإقليمية والموسمية الشديدة: العواصف الثلجية والجليدية والترابية.,"지역별 및 계절별 악천후 현상에는 폭풍설, 눈보라, 진눈깨비 및 황사 등이 포함됩니다.","תופעות אזוריות ועונתיות של מזג אוויר קשה הן רוחות עזות, סופות שלג, סופות קרח וסופות אבק.","પ્રાદેશિક અને ઋતુગત હવામાનની ઘટનાઓમાં બરફવર્ષા, ઠંડા તોફાન, બરફના તોફાન, અને ધૂળના તોફાનનો સમાવેશ થાય છે.","Havanın bölgə və mövsümdən asılı olaraq kəskin dəyişikliyinə qar çovğunları, qar, buz və toz fırtınaları daxildir.","Ба падидаҳои шадиди обу ҳавои минтақавӣ ва мавсимӣ бӯронҳо ва тӯфонҳои барфӣ, яхӣ ва чангӣ дохил мешаванд.",علائقائي ۽ موسمي خراب موسم جي صورتحال ۾ بلزرڊ، سنو اسٽارم، آئيس اسٽارم، ۽ مٽي جو طوفان شامل ڪري ٿو.,سیمه ییز او فصلي سنګین موسمي پدیدو کې راځي باراني او واورینې بادامې، واورین طوفانونه، د یخ باراني طوفانونه، او شګلنې سیلۍ.
"A couple may decide it is not in their best interest, or in the interest of their child, to raise a baby.","Un couple peut très bien estimer qu'il n'est pas dans leur intérêt, ni dans celui de l'enfant, de s'occuper de l'éducation d'un bébé.","Ein Paar kann beschließen, dass es nicht in seinem eigenen Interesse oder im Interesse seines Kindes liegt, ein Baby großzuziehen.","Пара может решить, что растить ребенка не соответствует их интересам или интересам их ребенка.",一对夫妻可能出于自己的利益，或者为其子女利益着想，因而决定不进行生育。,子育てが親子どちらにとっても得にならないと判断する夫婦もいるでしょう。,یک زوج ممکن است تصمیم بگیرند که بزرگ کردن نوزاد به نفع آنها یا فرزندشان نیست.,Một cặp đôi có thể quyết định rằng việc nuôi một đứa trẻ không phải là vì lợi ích tốt nhất của họ hoặc là của đứa trẻ.,قد يقرر زوجان أنه ليس من مصلحتهما أو من مصلحة طفلهما أن يربيا طفلاً رضيعًا.,부부는 아기를 기르는 것이 서로에게 또는 아이의 유익을 위해서도 최선이 아니라고 결정할 수도 있다.,"בני זוג עשויים להחליט שזה לא לטובתם, או לטובת הילד שלהם, לגדל תינוק.",કોઈ દંપતી એવો નિર્ણય કરી શકે કે બાળકનો ઉછેર કરવો એ તેમના હિતમાં અથવા  તેમના બાળકના હિતમાં નથી.,"Bir cütlük, uşaq böyütmənin öz maraqlarına və ya uşaqlarının maraqlarına zidd olduğunu düşünə bilər.","Зану шавҳар метавонанд ба қароре оянд, ки тарбия намудани кӯдак ба манфиати онҳо ё ба манфиати кӯдак нест.",هڪ جوڙو فيصلو ڪري سگهي ٿو ته اهو انهن جي فائدي ۾ ناهي، يا هڪ ٻار کي پالڻ لاءِ، انهن جي ٻار جي فائدي ۾ ناهي.,یوه جوړه شاید پرېکړه وکړي چې یو بچی رالویولو کې د دوی یا د بچي بهترینه ګټه نشته.
"The Ninth Ward, which saw flooding as high as 20 feet during Hurricane Katrina, is currently in waist-high water as the nearby levee was overtopped.","Le neuvième district, qui a connu des inondations atteignant 20 pieds de haut lors de l'ouragan Katrina, est actuellement sous les eaux jusqu'à la taille car la digue voisine a été débordée.","Der Ninth Ward, der während des Hurrikans Katrina bis zu 20 Fuß hoch überflutet war, führt derzeit hüfthohes Wasser, da der nahe gelegene Deich überspült wurde.","Девятый административный район, затопленный на 20 футов во время урагана Катрина, сейчас по пояс залит водой, поскольку дамба, находящаяся неподалеку, оказалась недостаточно высокой, чтобы удержать воду.",“卡特里娜”飓风来袭时，第九区洪水水位一度高达 20 英尺，由于附近的防洪堤已经被淹没，目前水位已达齐腰深度。,ハリケーン「カトリーナ」の上陸時に20フィートもの高さがある洪水が確認された第九区では、近くの堤防が水没したため、現在、腰の高さの水の中にあります。,بخش «ناینت وارد» (Ninth Ward) که در زمان توفان کاترینا شاهد سیل به بلندی 20 فوت بود اکنون با سر ریز شدن آببند اطراف تا کمر در آب فرو رفته است.,"Ninth Ward, nơi từng chứng kiến nước lũ dâng cao đến 20 feet trong cơn Bão Katrina, hiện đang có mức nước cao đến thắt lưng khi nước tràn qua con đê gần đó.",يقع حاليًا الجناح التاسع والذي شهد فيضاناً يصل ارتفاعه إلى 20 قدماً خلال إعصار كاترينا، في ارتفاع لمنسوب المياه حيث غمرت السد القريب.,허리케인 카트리나 때 최고 20 feet 높이의 홍수를 겪은 나인스 워드(the Ninth Ward)는 현재 근처 제방이 범람하면서 허리 높이까지 차오르고 있다.,"המחוז התשיעי, שסבל מהצפה בגובה לא פחות מ-20 רגל בזמן הוריקן קטרינה, נמצא כעת תחת מים בגובה המותניים, מכיוון שסכר סמוך עלה על גדותיו.",નવમો વોર્ડ કે જેણે હરિકેન કેટરિના દરમિયાન 20 ફુટ જેટલો ઊંચુ મોજું જોયેલું છે તે હાલમાં કમરથી ઊંચા પાણીમાં ગરકાવ છે કારણકે તેના નજીકની પાળી ઊભરાઈ ગઈ હતી.,Hazırda ən yaxındakı bənd selin qarşısını ala bilmədiyi üçün Katrina Qasırğası zamanı 20 fut yüksəkliyə qədər sel basqınına məruz qalmış doqquzuncu palata yarıya qədər suyun içindədir.,"Ноҳияи нӯҳум, ки дар вақти тӯфони Катрина ба сели баландиаш 20 фут дучор гашт, айни замон он то камар дар об аст, зеро сарбанди наздиктарин маҳкам буд.",سامونڊي طوفان قطرينا جي دوران نانئن وارڊ جي ماڻهن 20 فٽن تائين جي اوچائي واري ٻوڏ ڏٺي، هن وقت چيلهہ کان مٿي پاڻي هو ڇو تہ ويجهو نالو پورو ڀرجي ويو هو.,نهم وارډ، کوم چې د طوفان کټرینا په مهال د ۲۰ فوټو پورې لوړ سیلاب لیدلی، دا مهال په کمر کې لوړې اوبو کې دی لکه څنګه چې نزدې بدن ډیر ژور شوی و.
"Beyond Wednesday's event, Carpanedo competed in two individual races at the Championships.","À part l'événement de mercredi, Carpanedo a participé à deux courses individuelles lors des Championnats.",Über die Veranstaltung vom Mittwoch hinaus nahm Carpanedo an der Meisterschaft in zwei Einzelrennen teil.,"Помимо соревнований в среду, Карпендо принимал участие в двух индивидуальных соревнованиях на чемпионатах.",除了周三的比赛，卡帕内多（Carpanedo）还参加了锦标赛的两项个人竞赛。,水曜日のイベントの後、カルパネドは選手権で2つの個人レースに出場しました。,پس از مسابقه چهارشنبه، کارپاندو در دو مسابقه انفرادی در مسابقات قهرمانی رقابت کرد.,"Ngoài buổi tổ chức hôm thứ Tư, Carpanedo đã thi đấu trong 2 chặng đua riêng biệt trong Giải vô địch.",بعد حدث الأربعاء، تنافس كاربانيدو في سباقين فرديين في البطولة.,"카파네도(Carpanedo)는 수요일의 이벤트 말고도, 챔피언십에서 두 번의 개별 레이스에 출전했습니다.","מעבר לאירוע של יום רביעי, קרפנדו התחרתה בשני מרוצים אינדיבידואלים באליפות.","બુધવારની ઘટના પછી,કાર્પાનેડો ચેમ્પિયનશીપમાં બે વ્યક્તિગત સ્પર્ધાઓમાં હરીફાઈ કરી હતી.","Karpanedo çərşənbə günü baş verən tədbirdən əlavə, çempionat daxilində iki ayrı yarışda mübarizə apardı.","Ба ғайр аз чорабинии рӯзи чоршанбе, Карпанедо иштирокчии ду мусобиқаи инфиродии Чемпионат буд.",اربع جي مقابلي کان علاوه، ڪارپينيڊو چيمپئن شپ ۾ ٻن انفرادي ريسن ۾ مقابلو ڪيو.,د چهارشنبې له واقعې وروسته، کارپنډو د قهرمانۍ مسابقو په دوه جلا ځغاستو کې سیالي وکړله.
"In late 2015, TogiNet established AstroNet Radio as a subsidiary station.","Fin 2015, TogiNet a créé AstroNet Radio en tant que station subsidiaire.",Ende 2015 gründete TogiNet die Nebenstation AstroNet Radio.,В конце 2015 года TogiNet создала AstroNet Radio в качестве дочерней радиостанции.,2015 年年末， TogiNet 创建了 AstroNet 广播作为子电台。,2015年末、TogiNetは子会社としてアストロネットラジオを設立しました。,در اواخر سال 2015، TogiNet رادیو AstroNet را به عنوان ایستگاه فرعی تأسیس کرد.,"Vào cuối năm 2015, TogiNet thành lập trạm con mang tên AstroNet Radio.","في أواخر عام 2015، أنشأت ""توجي نت"" راديو ""أسترو نت "" كمحطة إذاعية تابعة.","2015년 말, TogiNet은 자회사 방송국으로 AstroNet Radio를 설립했습니다.","""בסוף 2015, הקימה טוגי-נט את אסטרו-נט רדיו כתחנת בת.""","2015ના પાછલા સમયગાળામાં, TogiNet દ્વારા AstroNet રેડિયો સ્ટેશનની સહાયક સ્ટેશન તરીકે સ્થાપના કરવામાં આવી.",TogiNet 2015-ci ilin sonunda köməkçi stansiya kimi AstroNet Radionu yaratdı.,"Дар охири соли 2015, ""AstroNet Radio"" ҳамчун як радиои ёрирасон аз ҷониби TogiNet таъсис дода шуд.",2015 جي آخر ۾، ٽوگيٽنيٽ هڪ ماتحت اسٽيشن طور ايسٽرونيٽ ريڊيو قائم ڪيو.,د2015 کال په پای کې TogiNet د AstroNet Radio د خپل فرعي سټیشن په ټوګه تأسیس کړ
"Similarly, by having a Schengen visa, you do not need to apply for visas to each of the Schengen member countries separately, hence saving time, money and paperwork.","De même, en ayant un visa Schengen, vous n'avez pas besoin de demander séparément un visa pour chacun des pays membres de l'espace, ce qui permet d'économiser du temps, de l'argent et des formalités administratives.","Entsprechend müssen Sie mit einem Schengen-Visum nicht für jedes der Schengen-Mitgliedsländer einzeln ein Visum beantragen, was Zeit, Geld und Bürokratie spart.","Аналогичным образом, если у вас есть шенгенская виза, вам не нужно подавать заявление на получение визы в каждую из стран-участниц Шенгенского соглашения отдельно, что позволит вам сэкономить время и деньги, а также избежать бумажной волокиты.",同理，有了申根签证，你就不必分别向每个申根成员国申请签证，从而节省了时间、金钱和手续。,同じように、シェンゲンビザさえ取得すれば、シェンゲン加盟国のビザを個別に申請する必要がなくなり、時間、費用、事務処理の手間が相当に省けます。,به همین ترتیب، با داشتن ویزای شینگن، دیگر نیازی به درخواست ویزا برای هر یک از کشورهای عضو شینگن به طور جداگانه نیست، از این رو در وقت، پول و کاغذ بازی صرفه جویی می کنید.,"Tương tự như vậy, bằng việc sở hữu thị thực Schengen, bạn không cần phải nộp đơn xin thị thực riêng biệt cho mỗi quốc gia thành viên Schengen, vì vậy, tiết kiệm thời gian, tiền bạc và thủ tục hồ sơ.",وعلى نحو مماثل، فمن خلال الحصول على تأشيرة شنغن، لن تكون في احتياج إلى التقدم بطلب للحصول على تأشيرات الدخول لكل دولة من البلدان الأعضاء في شنغن على حدة، وبالتالي توفير الوقت والمال والأعمال الورقية.,"마찬가지로, 솅겐 비자를 소지하면 각 솅겐 회원국에 개별적으로 비자를 신청할 필요가 없으므로 시간, 비용 및 서류 작업이 줄어듭니다.","בדומה לזה, כאשר ברשותכם ויזת שנגן, אינכם צריכים להגיש מועמדות לקבלת ויזה לכל מדינה החברה בשנגן בנפרד, לכן נחסכים זמן, כסף וניירת.","તે જ રીતે, સ્કેન્જેનના વિઝા હોય તો તમારે સ્કેન્જેનનો સભ્ય હોય તે દરેક દેશ માટે અલગથી વિઝા મેળવવાની અરજી કરવી જરૂરી નથી, જેથી સમય, નાણાં અને પેપરવર્કની બચત થાય છે.","Oxşar olaraq, şengen vizası əldə etsəniz, Şengen üzvü olan ölkələrin hər birinə viza üçün ayrıca müraciət etmənizə ehtiyac qalmır. Bu isə vaxta, pula və sənədləşmə işlərinə qənaət edir.","Ба ҳамин монанд, ҳангоми доштани раводиди Шенген ба шумо алоҳида муроҷиат кардан барои гирифтани раводид барои ҳар як кишвари Шенген лозим нест, ки ба сарфаи вақт, пул ва ҳуҷҷатҳо имкон фароҳам меоварад.",ساڳئي طرح، شينگن ويزا حاصل ڪرڻ کانپوءِ، توهان کي شينگن جي هر ميمبر ملڪ جي لاءِ ڌار ڌار ويزا جي درخواست ڏيڻ جي ضرورت ناهي، تنهنڪري وقت، پئسا ۽ ڪاغذي ڪاروائي بچايو.,دغه شان، د شنګن ویزه لرلو په برکت، تاسو نه اړ کېږئ چې د شنګن هر یوه غړي هېواد ته د ویزا خواست ورکړئ، نو دغه د وخت، پیسو، او د کاغذي کاروايئ څخه بچ کېږئ.
Scaffolding is not a method of learning but rather an aid that provides support to individuals whom are undergoing a new learning experience such as using a new computer program or beginning a new project.,Le soutien n'est pas une méthode d'apprentissage mais davantage un moyen d'aider les apprenants qui découvrent un nouvel enseignement tel que l'utilisation d'un nouveau programme ou le début d'un nouveau projet.,"Scaffolding ist keine Lernmethode, sondern vielmehr eine Hilfe, die Individuen in einer neuartigen Lernsituation unterstützt wie beispielsweise beim Benutzen eines neuen Computerprogramms oder beim Beginn eines neuen Projekts.","Скаффолдинг — это не метод обучения, а скорее форма помощи тем, кто проходит через новый опыт обучения, такой как использование новой компьютерной программы или начало нового проекта.",支架式教学不是一种学习方法，而是一种辅助刚学习使用新电脑程序或启动新项目的人的手段。,スキャフォールドは学習の方法ではなく、新しいコンピュータプログラムを使ったり、新しいプロジェクトを開始したり、新しい学習体験をしている人をサポートするためのものです。,داربست سازی روشی برای یادگیری نیست بلکه کمکی است که از افرادی که در حال دریافت یک تجربه یادگیری جدید مانند استفاده از یک برنامه جدید کامپیوتری یا شروع یک پروژه جدید هستند، پشتیبانی می کند.,Làm mẫu không phải là một phương pháp học tập mà là phương tiện trợ giúp cho những người đang trải qua một trải nghiệm học tập mới thí dụ như sử dụng một chương trình máy tính mới hay bắt đầu một dự án mới.,التعلم التفاعلي ليس طريقة للتعلم ولكنها بالأحرى وسيلة مساعدة تقدم الدعم للأفراد الذين يمرون بتجربة تعليمية جديدة مثل استخدام برنامج كمبيوتر جديد أو بدء مشروع جديد.,받침대 방식(Scaffolding)은 학습법이라기보다 조수라 할 수 있다. 이를테면 최신 컴퓨터 프로그램을 사용한다거나 새 프로젝트를 시작하는 등 새로운 것을 학습하는 사람들에게 도움을 제공해 준다.,פיגומים אינה שיטת לימוד אלא עזר למידה שתומך באנשים שעוברים חוויית למידה חדשה כגון שימוש בתוכנת מחשב חדשה או התחלת פרויקט חדש.,"સ્કૅફોલ્ડિંગ એ શીખવાની પદ્ધતિ નથી, પણ એક સહાય છે જે નવો કમ્પ્યુટર પ્રોગ્રામ વાપરવા જેવો કે નવો પ્રોજેક્ટ શરૂ કરવા જેવો શીખવાનો નવો અનુભવ લઈ રહ્યા હોય તેવા લોકોને મદદ કરે છે.","Müvəqqəti qurğu tədris bir metodundan daha çox, yeni kompüter proqramında istifadə, yaxud da yeni bir layihəyə başlamaq kimi yeni öyrənmə metodlarından istifadə edən tələbələr üçün bir vasitədir.","Скаффолдинг (омӯзиши тадриҷӣ бо принсипи аз осон то душвор) усули таълим не, балки кумаке мебошад, ки ба одамоне, ки таҷрибаи нави омӯзиширо, масалан, истифодаи барномаи нави компютерӣ ё оғози лоиҳаи нав аз сар мегузаронанд, дастгирӣ мекунад.",اسڪاف فولڊنگ هڪ سکيا جو طريقو نہ آهي پر هڪ اهڙي مدد آهي جيڪا انهن ماڻهن کي مدد مهيا ڪندي آهي جيڪي نئي سکيا واري تجربي ۾ گذري رهيا آهن جهڙوڪ هڪ نئون ڪمپيوٽر پروگرام استعمال ڪرڻ يا هڪ نئون پراجيڪٽ شروع ڪرڻ.,سکفولدنګ د زده کړې طریقه نده بلکې یوه کومکي وسیله ده چې هغو افرادو سره کومک وکړي چې د زده کړې د نوې تجربې څخه تیریږي لکه د نوي کمپوتر پروګرام د استعمال یا نوي پروژې پیلول .
"In fact, it is not easy to find at all even if one knew it existed. Once inside the cave, it is a total isolation.","En réalité, ce n'est pas facile du tout à trouver, même si on sait que ça existe. Quand on est entré dans la grotte, on est complètement isolé.","Tatsächlich ist sie ganz und gar nicht einfach zu finden, auch wenn man weiß, dass sie existiert. Sobald man sich in der Höhle befindet, ist man vollkommen isoliert.","Ее очень нелегко обнаружить даже тому, кто знает о ее существовании. В пещере человек оказывается в полной изоляции.",事实上，即使知道它的存在，也不容易找到。一旦进入洞穴，就完全与世隔绝了。,実際には、洞窟の存在を知っていても見つけるのは容易ではありません。洞窟に入ると、そこは完全に隔離された空間です。,در حقیقت، حتی اگر کسی بداند که چنین چیزی وجود دارد، پیدا کردنش کار ساده‌ای نیست. وقتی‌که وارد غار شدید، در یک انزوا کامل خواهید بود.,"Thật ra, nó hoàn toàn không dễ tìm ngay cả khi người ta biết là nó tồn tại. Một khi vào hang là bị cô lập hoàn toàn.",وفي الحقيقة، فليس من السهل العثور عليه على الإطلاق حتى لو كنت تعلم بوجوده. فبمجرد الدخول إلى الكهف ، تصبح في عزلةٍ تامةٍ.,"사실, 이게 존재한다는 사실을 아는 사람이 있다고 해도 찾는 것조차 쉽지 않습니다. 일단 동굴 안에 들어가면, 완전한 고립입니다.","למעשה, לא קל למצוא אותה כלל אפילו אם יודעים שהיא קיימת. עם הכניסה לתוך המערה, אתם בבידוד מוחלט.","વાસ્તવમાં, જો કોઈ જાણતું હોય કે તે નું અસ્તિત્વ હોય તો પણ તે શોધવું સહેલું નથી. એકવાર અંદર ગુફા, તે કુલ એકલાપણું છે.","Əslində, onun varlığı bilinsə də, onu tapmaq çətindir. Mağaranın içinə girmək tamamilə təcrid olunmaq deməkdir.","Дар ҳақиқат, пайдо кардани он аслан осон нест, ҳатто агар ягон нафар вуҷуд доштани онро медонист. Пас аз дар даруни ғор будан, он як гӯшанишинии комил аст.",حقيقت ۾، اهو سڀ ڪجهه ڳولڻ آسان ناهي جيتوڻيڪ هر ڪنهن کي خبر هئي ته ان جو وجود هو. هڪ ڀيرو غار جي اندر، اهو مڪمل طور تي علحيدگي آهي.,په حقیقت کې، د هغه موندل په اصل کې آسانه دی حتی که څوک یې له موجودیت څخه خبر هم وي، یو وار چې هغه په غار کې شي، بیا بیخي تنها وي.
"But, if used without further qualifiers, the term tends to mean the food originally from the central and eastern parts of the main island Java.","Toutefois, lorsque ce terme est utilisé sans autre qualificatif, il tend à désigner les aliments provenant des parties centrale et orientale de l'île principale de Java.","Wird der Begriff jedoch ohne weitere Attribute verwendet, bezeichnet er in der Regel das Essen, das ursprünglich aus den zentralen und östlichen Teilen der Hauptinsel Java stammt.",Но без уточнений этот термин чаще всего подразумевает еду родом из центральной и восточной частей главного острова Ява.,但如果没有更多修饰语，这个词往往指的是原产于主岛爪哇岛中部和东部地区的食物。,しかし、それ以上の修飾語も付けないで使用すると、ジャワ島中央部から東部にかけての料理を指す言葉となります。,اما، در صورت عدم استفاده از صلاحیت‌های بیشتر، این اصطلاح در اصل به معنای غذا است و از قسمت های مرکزی و شرقی جزیره اصلی جاوا گرفته شده است.,"Tuy nhiên, nếu được sử dụng mà không có thêm từ định tính, thuật ngữ này thường có nghĩa là thực phẩm có nguồn gốc từ vùng trung tâm và phía đông của đảo lớn Java.",لكن إن تم استعماله من دون مصطلحات إضافية، فإن المصطلح يميل ليعني أن الطعام أصله من المناطق الوسطى والشرقية للجزيرة الرئيسية جافا.,"그러나 한층 더 나아가 제한 없이 사용하면, 이 용어는 원래 자바 주요 섬의 중앙과 동쪽 지역의 음식을 의미하는 경향이 있다.","אבל, אם משתמשים בו ללא תיאורים נוספים, הכוונה במונח היא למזון שמקורו באזורים המרכזיים והמזרחיים של האי המרכזי ג'אווה.","પરંતુ, જો આગળ ક્વોલિફાયર વિના ઉપયોગ કરવામાં આવે,આ શબ્દનો અર્થ થાય છે કે જાવા ટાપુના મધ્ય અને પૂર્વભાગોમાંથી આ ખોરાક ઉત્પન્ન થાય.","Bununla belə, əlavə şərh olmadan bu terminin ilkin mənası Yava adasının mərkəz və şərq bölgələrindən gələn yeməklərlə təsvir etməyə yönəlikdir.","Аммо, агар бе ягон тавзеҳот истифода бурда шавад, ин истилоҳ маънои хӯроки аслан аз қисмҳои марказӣ ва шарқии худи ҷазираи асосии Яваро дорад.",پر ، جيڪڏهن وڌيڪ پاس ٿيندڙن کان علاوه استعمال ٿئي ٿي، ته انهي لفظ جي معني مک جاوا ٻيٽ جي مرڪزي ۽ اوڀر واري حصن مان اصل کاڌو آهي.,مګر، که چیرې نور د وړتیا لرونکو پرته وکارول شي، نو اصطلاح دا معنی لري چې خواړه د اصلي ټاپو جاوا مرکزي او ختیځ برخو څخه دي.
