translation_id,topic,eng,fra,deu,rus,cmn,jpn,pes,vie,arb,kor,heb,guj,azj,tgk,snd,pbt
184,HEALTH,"The strain of bird flu lethal to humans, H5N1, has been confirmed to have infected a dead wild duck, found on Monday, in marshland near Lyon in the east of France.","La souche de la grippe aviaire mortelle pour l'homme, H5N1, a été confirmée comme ayant infecté un canard sauvage mort, trouvé lundi, dans un marais près de Lyon dans l'est de la France.","Es wurde bestätigt, dass die für Menschen tödliche Vogelgrippe H5N1 eine Wildente infiziert hat, die am Montag in einem Sumpfgebiet in der Nähe von Lyon im Osten Frankreichs tot aufgefunden wurde.","Было подтверждено, что штаммом птичьего гриппа H5N1, смертельного для людей, была заражена мёртвая дикая утка, найденная в понедельник на болоте рядом с Леоном в восточной Франции.",周一，法国东部里昂附近的沼泽内发现了一只死野鸭。经证实，这只野鸭感染了对人类致命的 H5N1 型禽流感病毒。,人間にとって致死性となる鳥インフルエンザの株、H5N1が、フランス東部のリヨン近郊の湿地帯で月曜日に発見された野生のカモの死骸に感染していることが確認されました。,H5N1 سویه کشنده آنفلوانزای مرغی است که به انسان منتقل می‌شود، و تایید شده اردک وحشی که روز دوشنبه تلف شده و در باتلاقی در نزدیکی لیون در شرق فرانسه پیدا شده، به آن مبتلا بوده است.,"Chủng cúm gia cầm gây tử vong cho người, H5N1, được xác nhận đã nhiễm vào một con vịt hoang đã chết, được phát hiện vào thứ Hai ở vùng đầm lầy gần Lyon, miền đông nước Pháp.",تأكد إصابة بطة برية نافقة بسلالة إنفلونزا الطيور القاتلة للإنسان، H5N1، وقد عثر عليها يوم الاثنين، في مستنقعات بالقرب من ليون في شرق فرنسا.,"사람에게 치명적인 조류 독감의 변종인 H5N1가 월요일, 프랑스 동부 리옹 근처의 습지대에서 발견된 죽은 야생 오리에게 감염된 것으로 확인됐습니다.","אושר שזן שפעת העופות הקטלני לבני אדם, H5N1, זוהה בברווז בר מת, שנמצא ביום שני בביצה ליד ליון שבמזרח צרפת.","માનવો માટે પ્રાણઘાતક બર્ડ ફ્લુની પ્રજાતિ, H5N1,  ફ્રાન્સની પૂર્વમાં લિયોન નજીક માર્શલેન્ડમાં, સોમવારના રોજ મળી આવેલ એક મૃત જંગલી બતકમાં સંક્રમિત થયેલ હોવાની પુષ્ટિ કરવામાં આવેલ છે.",Bazar ertəsi günü Fransanın şərqində yerləşən Lyon şəhərinin yaxınlığındakı bataqlıqda tapılan ölmüş vəhşi ördəkdə insanlar üçün ölümcül quş qripi virusu olan H5N1 virusu tapılıb.,"Штамми зукоми паррандаи H5N1-и барои одамон марговар як мурғобии мурдаи ёбоиро, ки рӯзи душанбе дар як мавзеи ботлоқзори наздикии Лиони шарқи Фаронса ёфт шудааст, сироят кард, ки ин тасдиқ шудааст.",برڊ فلو جو تدارڪ انسانن لاءِ مهلڪ آهي، H5N1، تصديق ڪئي آهي تہ فرانس جي اوڀر ۾ ليون جي ويجهو مارش لينڊ ۾ سومر تي هڪ مريل جهنگلي بدڪ کي متاثر ڪيو آهي.,انسانانو ته د مرغیو د زکام فشار د H5N1، تاييد شوې چې وژل شوی ځنګلي بطخه په ناروغۍ اخته شوې، د دوشنبې په ورځ، د فرانسې په ختیځ کې لیون ته نږدې په مارش لینډ کې وموندل شو.
581,HEALTH,Check the label for specific first aid instructions for that specific poison.,Consultez l'étiquette pour connaître les instructions de premiers secours spécifiques à ce poison.,Sehen Sie auf dem Etikett nach für spezifische Erste-Hilfe-Anweisungen für dieses spezielle Gift.,"Ознакомьтесь с этикеткой, где приводятся особые инструкции по оказанию первой помощи при отравлении этим конкретным ядом.",查看毒药上的标签，获得具体急救指引。,毒物のラベルを見て、その特定の毒物に関する応急処置の指示があるかどうかを確認してください。,برچسب دستورالعمل‌های خاص کمک‌های اولیه مربوط به آن سم خاص را بررسی کنید.,Kiếm tra nhãn dán để biết hướng dẫn sơ cứu cụ thể cho chất độc cụ thể.,راجع الملصق للتعرف على إرشادات الإسعافات الأولية الخاصة بالسم المحدد.,특정한 독에 대한 구체적인 응급처치 지침을 위한 표를 확인하세요.,יש לבדוק בתווית הוראות עזרה ראשונה ספציפיות לרעל זה.,એ વિશિષ્ટ ઝેર માટે પ્રાથમિક ઉપચારની વિશિષ્ટ સૂચનાઓ માટેનું લેબલ તપાસો.,Bu xüsusi zəhərə qarşı təcili tibbi yardım təlimatlarının qeyd edildiyi broşüranı oxuyun.,Барчаспро барои дастури мушаххаси ёрии аввалини тиббӣ барои он заҳри мушаххас санҷед.,انهي مخصوص زهر جي لاءِ پهرين مدد جي هدايتن لاءِ ليبل چيڪ ڪريو.,د هغه خصوصي زهرو لپاره د لومړنۍ طبي مرستې لارښوونو لپاره چیټ وګورئ.
97,HEALTH,Dr. Tony Moll discovered the Extremely Drug Resistant Tuberculosis (XDR-TB) in the South African region KwaZulu-Natal.,Le Dr Tony Moll a découvert la tuberculose multirésistante (TB-MR) dans la région sud-africaine du KwaZulu-Natal.,Die extrem-arzneimittelresistente Tuberkulose (XDR-TB) wurde von Dr. Tony Moll in der südafrikanischen Region KwaZulu-Natal entdeckt.,В ходе исследований в южноафриканском регионе Квазулу-Натал доктору Тони Моллу (Tony Moll ) удалось обнаружить туберкулез с исключительно высокой устойчивостью к лекарствам (XDR-TB).,托尼·莫尔博士在南非夸祖鲁-纳塔尔省发现了这种广泛耐药结核病 (XDR-TB)。,トニー・モール博士は、南アフリカのクワズールー・ナタール地方で、極度薬剤耐性結核（XDR-TB）を発見しました。,دکتر تونی مول موفق شد سل بسیار مقاوم به دارو (XDR-TB) را در منطقه کوازولو-ناتال در آفریقای جنوبی کشف کند.,"Bác sĩ Tony Moll đã phát hiện ra Bệnh lao Siêu Kháng thuốc (XDR-TB) tại khu vực KwaZulu-Natal, Nam Phi.",اكتشفَ د. توني مول مرضَ السّل شديد المقاومةِ للأدويةِ أو ما بعرف ب (XDR-TB) في منطقةِ كوازولوناتال في جنوب إفريقيا.,토니 몰 박사는 남아공 지역인 콰줄루나탈에서 XDR-TB(약물 내성 결핵)를 발견했습니다.,"""דר טוני מול גילה את השחפת בעלת העמידות הקיצונית לתרופות (XDR-TB) באזור קווהזולו־נאטאל בדרום אפריקה.""",ડૉ. ટોની મોલે દક્ષિણ આફ્રિકી પ્રદેશ ક્વાઝુલુ-નાતાલમાં એક્સ્ટ્રીમલી ડ્રગ રેઝિસ્ટન્ટ ટ્યુબરક્યુલોસિસ (XDR-TB)ની શોધ કરી.,Cənubi Afrikanın Kvazulu-Natal əyalətində həkim Toni Mol tərəfindən dərmanlara son dərəcə müqavimət göstərən vərəm növü (XDR-TB) kəşf edildi.,Доктор Тони Молл дар минтақаи КваЗулу-Натали Африқои Ҷанубӣ туберкулёзи бо дору бениҳоят тобоварро (XDR-TB) кашф кард.,ڊاڪٽر ٽوني مول ڏکڻ آفريقا جي علائقي ڪوازولو-ناٽال ۾ انتهائي ڊرگ مزاحمتي ٽيوبر ڪلوسز (XDR-TB) دريافت ڪئي.,ډاکټر ټوني مول د جنوبي آفریقا د KwaZulu - Natal سیمه کې د درملو پر وړاندې مقاومت کوونکی نری رنځ (XDR-TB) وموندل.
211,HEALTH,"The hospital has followed protocol for infection control, including separating the patient from others to prevent possible infection of others.","L'hôpital a respecté le protocole pour la prévention des infections, notamment l'isolement du patient afin d'éviter une possible infection d'autres patients.","Das Krankenhaus befolgte Protokolle zum Infektionsschutz, einschließlich der Trennung des Patienten von anderen, um die Infektion Dritter zu vermeiden.","В больнице был соблюден протокол инфекционного контроля, включая отдельное содержание пациента, чтобы предотвратить возможное заражение других пациентов.",医院遵循了感染控制规定，包括把患者与他人隔离，以防感染到其他人。,病院では、感染管理手順書に従い、他人への感染の可能性を防ぐために患者を隔離するなどの措置をとっています。,این بیمارستان از پروتکلی برای کنترل عفونت استفاده کرده است، از جمله جدا کردن بیمار از سایرین برای جلوگیری از احتمال عفونت سایرین.,Bệnh viện này đã làm theo quy trình kiểm soát lây nhiễm bao gồm cách ly bệnh nhân với các bệnh nhân khác để ngăn ngừa lây nhiễm có thể có cho những người khác.,اتبعت المستشفى بروتوكول مكافحة العدوى، بما في ذلك فصل المريض عن الآخرين لمنع انتقال العدوى المحتملة للآخرين.,병원은 다른 사람들의 감염 가능성을 막기 위해 환자를 다른 사람들로부터 분리시키는 것을 포함하여 감염 통제 규직을 준수했다.,"בית החולים פעל על פי פרוטוקול למניעת זיהומים, כולל הפרדת המטופל מאחרים כדי למנוע הדבקה אפשרית.","દવાખાનાએ સંક્રમણ નિયંત્રણ માટે પ્રોટોકોલનું પાલન કર્યું હતું, જેમાં અન્યોને સંભવિત સંક્રમણ થતું અટકાવવા માટે દર્દીને અન્યોથી અલગ કરવાનો સમાવેશ થાય છે.",Xəstəxana infeksiyanın digərlərini də yoluxdurma ehtimalının qarşısını almaq məqsədilə yoluxucu xəstəliklərə dair nəzarət protokolunun tətbiqi ilə yanaşı xəstəni də digərlərindən təcrid etdi.,"Беморхона протокол оиди назорати сироятиро риоя намуд, аз ҷумла ҷудо кардани беморонро аз ҳамдигар, то ин ки дигаронро аз сироятёбӣ пешгирӣ намоянд.",اسپتال انفيڪشن ڪنٽرول ڪرڻ جي لاءِ پروٽوڪول تي عمل ڪيو آهي، جنهن ۾ ممڪن انفيڪشن کان بچڻ لاءِ مريضن کي هڪ ٻئي سان ڌار رکڻ شامل آهي.,شفاخانه د سرایت کنټرول لپاره وسایل لري چې په دې کې مریضان له نورو خلکو څخه جلا ساتي تر څو د نورو خلکو د مرض د سرایت څخه ممانعت وکړي.
585,HEALTH,"Across the United States of America, there are approximately 400,000 known cases of Multiple Sclerosis (MS), leaving it as the leading neurological disease in younger and middle aged adults.","Aux États-Unis, il y a environ 400 000 cas connus de sclérose en plaques (SEP), ce qui en fait la principale maladie neurologique chez les jeunes et les adultes d’âge moyen.","In den Vereinigten Staaten von Amerika gibt es etwa 400.000 bekannte Fälle von Multipler Sklerose (MS), womit sie die am weitesten verbreitete neurologische Krankheit bei Erwachsenen jüngeren und mittleren Alters ist.","В США обнаружено приблизительно 400 тысяч случаев рассеянного склероза (РС), что делает рассеянный склероз главным неврологическим заболеванием молодежи и людей среднего возраста.",在美国的各个地区，约有 40 万例多发性硬化症 (MS) 病例，这一疾病已经成为中青年的主要神经系统疾病。,米国では、多発性硬化症（MS）の既知の症例数が約40万人と言われ、若年者および中年者の代表的な神経疾患として知られています。,در سراسر ایالات متحده آمریکا، تقریباً 400،000 مورد شناخته شده از بیماری گرفتگی بافت‌های گوناگون (MS) وجود دارد، که یک بیماری عصبی مهم در بزرگسالان جوان‌تر و مسن به حساب می‌آید.,"Trên khắp nước Mỹ, hiện có khoảng 400.000 trường hợp mắc bệnh Đa xơ cứng (MS). Con số này đã khiến Đa xơ cứng trở thành căn bệnh liên quan đến các tế bào thần kinh phổ biến hàng đầu ở những người trẻ tuổi và trung niên.","في الولايات المتحدة الأمريكية هناك ما يقارب 400,000 حالة معروفة من مرض التصلب المتعدد (ت م) مما يجعله أكثر الأمراض العصبية انتشاراً بين الشباب والبالغين ذوي الأعمار المتوسطة.",젊은층과 중년층 성인들의 가장 흔한 신경학적 질병임인 다발성 경화증(MS)은 미국 전역에 약 40만 건의 사례가 보고된다.,"ברחבי ארצות הברית, ישנם כ-400,000 מקרים ידועים של טרשת נפוצה (MS), כך שהיא עדיין המחלה העצבית המובילה בקרב מבוגרים צעירים ובגיל העמידה.","સમગ્ર અમેરિકામાં, મલ્ટિપલ સ્ક્લેરોસિસ (એમએસ)ના લગભગ 4,00,000 જાણીતા કેસો છે, જે તેને યુવાન અને આધેડ વયસ્કોમાં અગ્રણી ન્યુરોલોજિકલ રોગનું સ્થાન આપે છે.","ABŞ-da Yayılmış Skleroz (MS) xəstəliyi ilə bağlı təxminən 400 000 bilinən hal var, bu hallar onun əsasən gənc və orta yaşlı xəstələrdə başlıca nevroloji xəstəlik kimi müşahidə edildiyini göstərir.","Дар Иёлоти Муттаҳидаи Амрико тақрибан 400 000 ҳолати маълуми бемории MS (суддабандии бофтаи узвҳо ва фаромӯшхотирӣ) ба қайд гирифта шудаанд, ки он ҳамчун бемории асосии неврологӣ дар миёни ҷавонони хурдсол ва миёнасол боқӣ мемонад.","سڄي آمريڪا حصن ۾ ، تقريبا 400,000 ملٽيپل سليروسس (MS) جا ڪيس آهن، جيڪو نوجوانن ۽ وچين عمر وارن بالغن ۾ اهم نيورولاجيڪل بيماري طور رهي ٿي..",د امریکه ټولو متحده ایالاتو کې، د متعدد سکلیروسز (ایم ایس) ناروغۍ تقریباً 400،000 قضیې دي، چې دې سره دا په نوعمرو او منځ عمرو لویانو کې د سر عصبي بیماري جوړیږي.
579,HEALTH,"Internal poisoning may not be immediately apparent. Symptoms, such as vomiting are sufficiently general that an immediate diagnosis cannot be made.","Un empoisonnement interne peut ne pas être visible immédiatement. Les symptômes, tels que les vomissements, sont suffisamment généraux pour qu'un diagnostic immédiat ne puisse pas être posé.","Eine innere Vergiftung lässt sich möglicherweise nicht sofort erkennen. Die Symptome, beispielsweise Erbrechen, sind so allgemein, dass man nicht sofort eine Diagnose stellen kann.","Может быть трудно сразу выявить пероральное отравление. Такие симптомы, как рвота, слишком общие для быстрой постановки диагноза.",体内中毒可能不会立即显现出来，呕吐等症状十分普遍，因此不能立即作出诊断。,内部中毒はすぐに明らかにならないことがあります。嘔吐などは一般的な症状であるため、直ちに診断を下すことはできません。,مسمومیت داخلی فوراً آشکار نمی‌شود. علائمی مانند استفراغ آنقدر عمومی است که نمی‌توان فوراً تشخیص داد.,Ngộ độc bên trong có thể không có biểu hiện rõ ràng ngay lập tức. Các triệu chứng như nôn thường không đủ để làm căn cứ chẩn đoán tức thì.,التسمم الداخلي قد لا تظهر عوارضه فوراً. التشخيص الفوري لا يمكن بناؤه عند ظهور أعراض كالتقيؤ والتي هي عامة بشكل كافٍ.,체내 중독은 증상이 즉시 나타나지 않을 수 있다. 구토와 같은 증상은 너무 일반적이어서 즉시 진단을 받을 수 없다.,הרעלה פנימית עשויה שלא להיות ניכרת באופן מיידי. תסמינים כגון הקאה הם כלליים באופן שלא מאפשר אבחון מיידי.,આંતરિક ઝેર તાત્કાલિક દેખાવું ન જોઈએ. ઊલટી જેવા ચિહ્નો પૂરતા પ્રમાણમાં સામાન્ય છે કે તાત્કાલિક નિદાન કરી શકાતા નથી.,Daxili zəhərlənmə özünün tez büruzə verməyə bilər. Qusma halları kimi simptomlar çox ümumi olduğundan həmişə dəqiq diaqnoz qoymaq mümkün deyil.,"Аломатҳои заҳролудшавии дохилӣ наметавонанд дарҳол пайдо шаванд. Чунин аломатҳо, ба монанди қайкунӣ ба қадри кофӣ маъмул буда ташхиси онҳо фаврӣ муайян карда намешавад.",انٽرنل پوئيزننگ ٿي سگهي ٿو فوري طور تي ظاهر ٿئي. علاماتون، جهڙوڪ الٽي ڪافي عام آهن ته فوري طور تي تشخيص نٿي ٿي سگهجي.,ضرور نه ده چې داخلي زهرجنېدنه به سمدلاسه ظاهره وي. داسې علامتونه لکه اولټۍ کول هومره عام دي چې سمدستي تشخیص يې نشي کېدلای.
99,HEALTH,"Some patients might have contracted the bug in the hospital, Dr. Moll thinks, and at least two were hospital health workers.","Certains patients auraient contracté le virus à l’hôpital, selon le Dr Moll, et au moins deux d’entre eux faisaient partie du personnel de l’hôpital.","Einige Patienten haben sich möglicherweise im Krankenhaus mit dem Erreger angesteckt, meint Dr. Moll, und mindestens zwei waren medizinische Krankenhausangestellte.","Некоторые пациенты могли заразиться в больнице, думает доктор Молл, и по крайней мере двое были работниками здравоохранения в больнице.",莫尔 (Moll) 博士认为，有些病人可能是在医院感染了病菌，而且至少有两名病人是医院的医护人员。,モル博士は、何人かの患者が病院内で感染したのではないかと推測し、少なくとも2人は病院の医療従事者であったと考えています。,دکتر مول فکر می کند که برخی از بیماران ممکن است در بیمارستان با ساس داشته باشند، و حداقل دو نفر از آنها کارمندان بهداشت بیمارستان بودند.,Bác sĩ Moll nghĩ rằng một số bệnh nhân có thể đã bị lây rệp ở bệnh viện và ít nhất hai người là nhân viên y tế trong bệnh viện.,يعتقد د. مول أن بعض المرضى من بينهم اثنين من العاملين بالمستشفى يحتمل أن يكونوا قد أصيبوا بالفيروس داخل المستشفى.,"Moll 박사는 일부 환자가 병원에서 질병에 감염되었을 수 있다고 생각하며, 그중 적어도 2명은 건강한 병원 근로자였을 것으로 생각했습니다.","""דר מול חושב כי כמה מהחולים נדבקו בחיידק בבית החולים, ולפחות שניים היו מצוותי הרפואה של בית החולים.""",ડો. મોલ ને લાગે છે કે કેટલાક દર્દીઓ હોસ્પિટલ માં જંતુ ના સંપર્કમાં આવ્યા હોય શકે છે અને એમાંથી ઓછામાં ઓછા બે હોસ્પિટલ ના આરોગ્ય કર્મચારીઓ હતા.,"Dr. Moll, bəzi xəstələrin xəstəxanada virusa yoluxmuş ola biləcəyini və onlardan minimum ikisinin xəstəxanadakı tibb işçiləri olduqlarını düşünür.","Баъзеи беморон дар беморхона гирифтори бемории гамбуск шуда буданд, шояд фикр кунад духтур Молл, ки ва ҳадди аққал ду нафарашон кормандони тиббии беморхона буданд.",ڊاڪٽر مول جو خيال آهي تہ ٿي سگهي ٿو ڪجهہ مريضن بگ کي ڇهيو هوندو، ۽ گهٽ ۾ گهٽ ٻہ ڄڻا اسپتال جا صحت ڪارڪن هئا.,ډاکټر مال فکر کوي شاید ځینو ناروغان په روغتون کې په مرض اخته شوي وي او حد اقل دوه د روغتون صحی کارکوونکي و.
210,HEALTH,"The patient had been to Nigeria, where some cases of the Ebola virus have occurred.","Le patient s'était rendu au Nigeria, où certains cas de virus Ebola se sont produits.","Der Patient hatte sich in Nigeria aufgehalten, wo einige Fälle des Ebolavirus auftraten.","Больной посещал Нигерию, где обнаружен ряд случаев инфицирования вирусом Эбола.",这名患者曾去过尼日利亚，当地曾出现数宗埃博拉病毒的病例。,この患者は、エボラウイルスの症例がいくつか発生しているナイジェリアに行っていた。,این بیمار در نیجریه بوده است، جایی که مواردی از ابتلا به ویروس ابولا گزارش شده است.,"Người bệnh cũng đã từng tới Nigeria, nơi một số ca mắc bệnh Ebola xảy ra.",لقد زار المريض نيجيريا حيث سُجلت بعض حالات الإصابة بفيروس إيبولا.,그 환자는 에볼라 바이러스 감염이 발생한 나이지리아에 방문한 적이 있었다.,"החולה היה בניגריה, שם התרחשו מספר מקרים של נגיף האבולה.","દર્દી નાઈજીરિયામાં રહ્યો હતો, જ્યાં ઇબોલા વાયરસના થોડા કિસ્સાઓ ઉદભવ્યા હતા.",Xəstənin bir neçə nəfərdə Ebola virusuna rastlandığı Nigeriyaya getdiyi aşkarlandı.,"Бемор ба Нигерия рафта буд, ки баъзе ҳолатҳои гирифтори вируси Эбола онҷо вуҷуд доштанд.",مريض نائيجيريا ويو هو، جتي ايبولا وائرس جا ڪجهہ ڪيس ٿيا آهن.,مریض نایجیریا ته تللی و چیرته چې د Ebola ویروس ځینې پیښې واقع شوې وې
587,HEALTH,Research has found that females are two times more likely to have MS then males.,Des recherches ont montré que les femmes sont deux fois plus susceptibles d’avoir la sclérose en plaques que les hommes.,"Untersuchungen haben ergeben, dass bei Frauen die Wahrscheinlichkeit, an MS zu erkranken, doppelt so hoch ist wie bei Männern.","Исследования показали, что от рассеянного склероза страдает в два раза больше женщин, чем мужчин.",研究发现，女性患多发性硬化症 (MS) 的几率是男性的两倍。,研究によると、女性が多発性硬化症（MS）を発症する確率は男性の倍であることがわかっています。,تحقیقات نشان داده است که احتمال ام اس در زنان دوبرابر بیشتر از مردان است.,Nghiên cứu phát hiện rằng phụ nữ có nguy cơ bị đa xơ cứng cao gấp hai lần so với nam giới.,أظهرت الأبحاث أن الإناث أكثر عرضةً مرتين للإصابة بمرض التصلب المتعدد عن الذكور.,남성에 비해 여성이 다발성 경화증에 걸릴 위험이 2배나 더 높다는 연구 결과가 나왔습니다.,מחקרים הראו כי נשים נמצאות בסבירות גבוהה פי שניים מגברים ללקות בטרשת נפוצה.,સંશોધનમાં જણાવ્યુ છે કે પુરુષોની સરખામણીમાં મહિલાઓમાં એમએસ થવાની શક્યતા બે ગણી વધારે હોય છે.,"Tədqiqatlarda müəyyən edilib ki, qadınlar arasında dağınıq skleroz xəstəliyinin yayılma ehtimalı kişilərlə müqayisədə iki dəfə çoxdur.","Тадқиқот нишон дод, ки занон нисбат ба мардон ду маротиба бештар шонси гирифтори СФ (склерози фарогир) шуданро доранд.",تحقيق مان معلوم ٿيو آهي تہ عورتن کي مردن جي مقابلي ۾ ٻہ ڀيرا وڌيڪ MS جو امڪان هوندو آهي.,څېړنې څخه معلومه شوې چې ښځې د سړو نه دوه ځله زیات امکان لري چې د متعدد سکلیروسز ناروغي ورته ولګي.
209,HEALTH,Hamilton confirmed Howard University Hospital admitted the patient in stable condition.,Hamilton a confirmé que l’hôpital universitaire d’Howard a admis le patient dans un état stable.,"Hamilton bestätigte, dass das Krankenhaus der Howard University den Patienten in stabilem Zustand aufgenommen hat.","Гамильтон подтвердил, что пациент поступил в больницу Говардского университета в стабильном состоянии.",汉密尔顿（Hamilton）确认，霍华德大学医院收治的病人情况稳定。,ハミルトン氏は、患者が安定した状態でハワード大学病院に入院したことを認めました。,همیلتون تصدیق کرد که بیمارستان دانشگاه هاوارد بیمار را با شرایط پایدار پذیرش کرده بود.,Hamilton xác nhận Bệnh viện Đại học Howard chấp nhận bệnh nhân trong tình trạng ổn định.,أكد هاميلتون أن مستشفى جامعة هوارد استقبل المريض في حالة مستقرة.,해밀턴 씨는 하워드 대학교 병원이 안정 상태의 환자를 입원시켰다고 확인 시켜 주었습니다.,המילטון אישר כי המטופל הגיע לבית החולים באוניברסיטת הווארד במצב יציב.,હેમિલ્ટે પુષ્ટિ કરી કે હાવર્ડ યુનિવર્સિટી હોસ્પિટલે દર્દીને સ્થિર સ્થિતિમાં દાખલ કર્યો હતો.,"Hamilton, Horvard Universitet Xəsətəxanası xəstəni qəbul edərkən, onun vəziyyətinin stabil olduğunu təsdiqlədi.","Ҳэмилтон тасдиқ намуд, ки беморхонаи Донишгоҳи Ҳарвард беморро дар ҳолати мӯътадил қабул намудааст.",هيملٽن تصديق ڪئي ته هاورڊ يونيورسٽي اسپتال مريض کي مستحڪم حالت ۾ داخل ڪيو.,هاملتن تائید کړه چې د هاورد د پوهنتون روغتون ناروغ په ثابت وضعیت کې داخل کړی.
186,HEALTH,Suspected cases of H5N1 in Croatia and Denmark remain unconfirmed.,Les cas suspects de H5N1 en Croatie et au Danemark ne sont pas encore confirmés.,Verdachtsfälle von H5N1 in Kroatien und Dänemark bleiben unbestätigt.,Случаи с подозрениями на H5N1 в Хорватии и Дании остаются неподтверждёнными.,克罗地亚和丹麦的 H5N1 疑似病例仍未确诊。,クロアチアとデンマークで鳥インフルエンザが疑われている症例は未確認のままです。,موارد مشکوک به H5N1 در کرواسی و دانمارک هنوز تأیید نشده است.,Những ca nghi nhiễm H5N1 tại Croatia và Đan Mạch vẫn chưa được xác nhận.,وتبقى الحالات المشتبه في إصابتها بفيروس H5N1 في كرواتيا والدنمارك غير مؤكدة.,크로아티아와 덴마크에서 H5N1으로 의심되는 케이스들은 미확인으로 남아있습니다.,חשד למקרים של שפעת העופות (H5N1) בקרואטיה ודנמרק נותר לא מאומת.,ક્રોએશિયા અને ડેનમાર્કમાં H5N1નાં સંદિગ્ધ કિસ્સાઓ પુષ્ટિ થયા વિનાના રહે છે.,H5N1 virusu ilə bağlı şübhəli hal Xorvatiya və Danimarkada öz təsdiqini tapmadan qalıb.,Ҳодисаҳои шубҳаноки H5N1 дар Хорватия ва Дания тасдиқнашуда боқӣ мемонанд.,ڪروشيا ۽ ڊينمارڪ ۾ H5N1 جي شڪي ڪيسن جي تصديق نہ ٿي.,په دینمارک او کروشیا کې د H5N1 مشکوکې پیښې لا تراوسه تائید شوې ندي
112,HEALTH,The first cases of the disease this season were reported in late July.,Les premiers cas de cette maladie saisonnière ont été déclarés fin juillet.,Die ersten Fälle der Krankheit dieser Saison wurden Ende Juli gemeldet.,О первых случаях заболевания в этом сезоне было сообщено в июле.,7 月下旬报告了本季节的第一批病例。,今シーズン最初の発病例が報告されたのは7月下旬でした。,اولین مورد این بیماری در این فصل در اواخر جولای گزارش شد.,Những trường hợp mắc bệnh đầu tiên mùa này được cho là xuất hiện vào cuối tháng Bảy.,تم الإعلان عن أول حالات المرض هذا الموسم في نهاية شهر تموز.,이번 시즌의 첫 발병 사례는 7월 말에 보고되었습니다.,מקריה הראשונים של המחלה בעונה הנוכחית דווחו בסוף יולי.,આ મોસમમાં રોગનો પ્રથમ કિસ્સો જૂલાઈના અંતમાં નોંધાયો હતો.,İyul ayının sonunda bu mövsümün ilk xəstəlik halları haqqında bildirildi.,Охирҳои моҳи июл доир ба аввалин ҳолатҳои беморӣ дар ин мавсим гузориш дода шуда буд.,بيماري جو پهريون ڪيس هن موسم ۾ جولائي جي آخر ۾ رپورٽ ٿيو هو.,د مرض په اړه ددې فصل لومړنۍ پیښې د جولای د میاشتې په آخره کې راپور کړل شوې.
590,HEALTH,"In an adoption, the birth parents terminate their parental rights so that another couple may parent the child.","Dans le cadre d'une adoption, les parents biologiques mettent fin à leurs droits parentaux afin qu'un autre couple puisse élever l'enfant.","Bei einer Adoption geben die leiblichen Eltern ihre Elternrechte auf, so dass ein anderes Paar die Elternschaft übernehmen kann.","При усыновлении или удочерении биологические родители отказываются от своих родительских прав для того, чтобы другая пара могла принять ребёнка.",在收养过程中，亲生父母终止了自己作为父母的权利，这样另一对夫妇才能抚养孩子。,養子縁組では、実父母は親権を失い、別の夫婦がその子の親になることができます。,در فرزندخواندگی، والدین حقوق والدینی خود را خاتمه می‌دهند تا یک زوج دیگر از کودک نگهداری کنند.,"Trong thỏa thuận cho-nhận con nuôi, cha mẹ ruột chấm dứt các quyền của cha mẹ để một cặp vợ chồng khác có thể nuôi dạy con của họ.",ضمن عملية التبنّي، ينهي الوالدان الأصليان حقوقهما الأبوية حتى يتمكن زوجان آخران من رعاية الطفل.,입양 과정에서 다른 부부가 아이를 맡아 기를 수 있도록 친부모는 친권을 포기합니다.,"בעת אימוץ, ההורים הביולוגיים מוותרים על זכויותיהם ההוריות כדי שזוג אחר יוכל להיות הורי הילד.","દત્તક લેતી વખતે, જન્મદાત્રી માતા-પિતા તેમના અધિકારો સમાપ્ત કરે છે, જેથી અન્ય કોઈ દંપતી બાળકના માતા-પિતા બની શકે.","Övladlığa götürmə prosesində uşağın bioloji valideynləri öz valideynlik hüquqlarından imtina edirlər ki, digər ailə onun valideyni ola bilsin.","Ҳангоми фарзандхонӣ волидони биологӣ аз ҳуқуқҳои падару модарӣ маҳрум мегарданд, то ҷуфти дигар кӯдакро тарбия карда тавонад.",گود وٺڻ ۾، پيدا ڪندڙ والدين پنهنجا والديني حق ختم ڪندا آهن ته جيئن ڪو ٻيو جوڙو ٻار جو والدين بڻجي سگهي.,د ماشوم په غېږ اخیستنه کې پیدایشي مور و پلار خپل والدیني حقونه قطع کړي تر څو بله جوړه وکولای شي ماشوم ته د والدینو په توګه خدمت ورکړي.
